text,label,text_length
i've been barred from all b and q stores for life!?this twat in orange dungerees came up to me and asked if i wanted decking? so i got the first punch in!!,0,155
gettin rdy to ship comp,0,23
surely result will offer:),0,26
i've been trying to reach him without success,0,45
check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo,1,69
really? i crashed out cuddled on my sofa.,0,41
hey what's up charles sorry about the late reply.,0,49
ok can...,0,9
"hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,101
if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.,0,131
in which place do you want da.,0,30
was doing my test earlier. i appreciate you. will call you tomorrow.,0,68
"romantic paris. 2 nights, 2 flights from £79 book now 4 next year. call 08704439680ts&cs apply.",1,95
"dont give a monkeys wot they think and i certainly don't mind. any friend of mine&all that! just don't sleep wiv , that wud be annoyin!",0,135
"bill, as in: are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",0,122
missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.,0,108
seriously. tell her those exact words right now.,0,48
yup,0,3
did you see that film:),0,23
so what do you guys do.,0,23
my trip was ok but quite tiring lor. uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,147
how long does it take to get it.,0,32
"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,102
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589",1,152
"alright, see you in a bit",0,25
nope but i'm going home now then go pump petrol lor... like going 2 rain soon...,0,80
all will come alive.better correct any good looking figure there itself..,0,73
"like &lt;#&gt; , same question",0,30
"nothing. i meant that once the money enters your account here, the bank will remove its flat rate. someone transfered &lt;#&gt; to my account and &lt;#&gt; dollars got removed. so the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0,295
tell me pa. how is pain de.,0,27
"""are you comingdown later?""",0,27
thats cool. where should i cum? on you or in you? :),0,52
daddy will take good care of you :),0,35
"my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,117
sorry sent blank msg again. yup but trying 2 do some serious studying now.,0,74
and of course you should make a stink!,0,38
babe !!!! i love you !!!! *covers your face in kisses*,0,54
we don call like &lt;#&gt; times oh. no give us hypertension oh.,0,64
i'll meet you in the lobby,0,26
can u get pic msgs to your phone?,0,33
text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones,1,105
i know complain num only..bettr directly go to bsnl offc nd apply for it..,0,74
"cool, text me when you head out",0,31
hey... why dont we just go watch x men and have lunch... haha,0,61
oh god. i'm gonna google nearby cliffs now.,0,43
what should i eat fo lunch senor,0,32
"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks!",0,188
"sorry brah, just finished the last of my exams, what up",0,55
hui xin is in da lib.,0,21
"sounds good, keep me posted",0,27
"jane babes not goin 2 wrk, feel ill after lst nite. foned in already cover 4 me chuck.:-)",0,89
this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only,1,134
"height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:""if it is made by my students,this wont even start........ datz confidence..",0,316
<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,173
todays voda numbers ending 1225 are selected to receive a £50award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,154
great! so what attracts you to the brothas?,0,43
"tee hee. off to lecture, cheery bye bye.",0,40
true dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,75
just getting back home,0,22
shall i get my pouch?,0,21
reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,1,103
k..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,87
hi darlin im missin u hope you are having a good time. when are u back and what time if u can give me a call at home. jess xx,0,125
super da:)good replacement for murali,0,37
winner! as a valued network customer you hvae been selected to receive a £900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm,1,149
it's ok lar. u sleep early too... nite...,0,41
my house here e sky quite dark liao... if raining then got excuse not 2 run already rite... hee...,0,98
ha! i wouldn't say that i just didn't read anything into way u seemed. i don't like 2 be judgemental....i save that for fridays in the pub!,0,139
r u still working now?,0,22
u goin out 2nite?,0,17
for fear of fainting with the of all that housework you just did? quick have a cuppa,0,84
"urgent! your mobile no *********** won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",1,158
am i that much bad to avoid like this?,0,38
oh wow thats gay. will firmware update help,0,43
"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr",1,148
yes i thought so. thanks.,0,25
"oh ! a half hour is much longer in syria than canada, eh ? wow you must get so much more work done in a day than us with all that extra time ! *grins*",0,150
"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl",0,154
thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0,163
and pls pls drink plenty plenty water,0,37
thanks for the vote. now sing along with the stars with karaoke on your mobile. for a free link just reply with sing now.,1,121
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,1,68
lol or i could just starve and lose a pound by the end of the day.,0,66
i'm really not up to it still tonight babe,0,42
have you seen who's back at holby?!,0,35
sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... or take your beatings like a good dog. going to lounge in a nice long bath now ?,0,171
ok. no wahala. just remember that a friend in need ...,0,54
check with nuerologist.,0,23
aww that's the first time u said u missed me without asking if i missed u first. you do love me! :),0,99
not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx,1,160
i love u 2 my little pocy bell i am sorry but i love u,0,54
u sick still can go shopping?,0,29
"aight, i'll ask a few of my roommates",0,37
"'an amazing quote'' - ""sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",0,141
jesus christ bitch i'm trying to give you drugs answer your fucking phone,0,73
ok no prob. take ur time.,0,25
wanna do some art?! :d,0,22
"hi ya babe x u 4goten bout me?' scammers getting smart..though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. other nos used also. beware!",1,181
it is only yesterday true true.,0,31
haha... hope ü can hear the receipt sound... gd luck!,0,53
hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!,0,81
"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow",1,156
cold. dont be sad dear,0,22
"i thought i'd get him a watch, just cos thats the kind of thing u get4an18th. and he loves so much!",0,99
or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.,0,84
"every king was once a crying baby and every great building was once a map.. not imprtant where u r today, but where u wil reach tomorw. gud ni8",0,143
ok lor.,0,7
mum say we wan to go then go... then she can shun bian watch da glass exhibition...,0,83
we have to pick rayan macleran there.,0,37
waiting in e car 4 my mum lor. u leh? reach home already?,0,57
only once then after ill obey all yours.,0,40
just curious because my cuz asked what i was up to,0,50
"i think your mentor is , but not 100 percent sure.",0,50
yes princess! i want to catch you with my big strong hands...,0,61
"sorry i missed you babe. i was up late and slept in. i hope you enjoy your driving lesson, boytoy. i miss you too ... *teasing kiss*",0,132
y she dun believe leh? i tot i told her it's true already. i thk she muz c us tog then she believe.,0,99
"gumby's has a special where a &lt;#&gt; "" cheese pizza is $2 so i know what we're doin tonight",0,94
sent me ur email id soon,0,24
huh y lei...,0,12
"the guy (kadeem) hasn't been selling since the break, i know one other guy but he's paranoid as fuck and doesn't like selling without me there and i can't be up there til late tonight",0,183
"yeah there's quite a bit left, i'll swing by tomorrow when i get up",0,67
"i'm not coming over, do whatever you want",0,41
